idx,bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
30926,0.5,ID,23591,End-Customer,Enterprise,,legal,112,Quotation or Purchase Consultation,led signage,LG LED All-in-One Smart Series,LAEC015,ceo/founder,LGECB,,corporate / office,Insurance,233,False
20026,0.5,AS,1516,End-Customer,SMB,,purchasing,175,Quotation or purchase consultation,vrf,,,director,LGEUS,,,,730,False
16643,0.25,AS,47466,End-Customer,Enterprise,19.0,,31,Quotation or purchase consultation,vrf,,,none,LGEIL,,,,18,False
21277,0.25,IT,1670,End Customer,SMB,,,71,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
21093,0.75,IT,26260,Channel Partner,SMB,,,142,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,448,True
2823,1.0,ID,46404,Channel Partner,SMB,3.0,engineering,20,Technical Consultation,interactive signage,Interactive Digital Board,86TR3E,associate/analyst,LGEIL,less than 3 months,,,181,False
58741,0.25,ID,25766,End-Customer,SMB,0.0,event marketing,3,Quotation or Purchase Consultation,,,,none,LGEUS,,factory,,194,False
47275,0.25,AS,17602,Installer/Contractor,Enterprise,,,86,Quotation or Purchase Consultation,,,,none,LGEIS,,,,341,False
52529,1.0,ID,30558,End-Customer,Enterprise,,business development,258,Quotation or Purchase Consultation,led signage,Premium Series,LBS160DA4D,entry level,LGEAR,less than 3 months,special purpose,,345,True
5249,0.75,ID,16724,End-Customer,SMB,,hotel manager,216,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
51156,0.75,IT,46039,End-Customer,Enterprise,,entrepreneurship,231,Quotation or Purchase Consultation,monitor,,,director,LGEPL,less than 3 months,,,800,False
1815,0.75,ID,5143,End-Customer,Enterprise,,marketing,25,Quotation or purchase consultation,hotel tv,UQ801,43UQ801,none,LGEIL,less than 3 months,,,173,True
13554,0.5,AS,26337,Specifier/ Influencer,Enterprise,0.0,engineering,4,Quotation or purchase consultation,multi-split,,,manager,LGEPH,,,,16,True
52801,0.25,ID,38800,End-Customer,SMB,3.0,other,200,Quotation or purchase consultation,interactive signage,TR3BF Series,75TR3BF-B,none,LGECL,,special purpose,,357,False
30379,1.0,ID,37440,End-Customer,SMB,8.0,information technology,61,Quotation or Purchase Consultation,video wall signage,High Brightness Video Wall,55VX1D,director,LGECB,less than 3 months,corporate / office,Others,187,False
36137,1.0,AS,34575,End-Customer,Enterprise,,education,30,Services,chiller,,,other,LGECB,less than 3 months,,,938,False
46650,0.5,AS,23377,End-Customer,Enterprise,,other,3,Trainings,vrf,,,other,LGECL,,,,124,False
53333,1.0,AS,36498,Specifier/ Influencer,Enterprise,,engineering,314,Quotation or Purchase Consultation,chiller,,,associate/analyst,LGECB,more than a year,special purpose,Others,938,False
55726,1.0,AS,16655,Specifier/ Influencer,Enterprise,,entrepreneurship,114,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,residential (home),Apartment,97,False
10765,0.5,ID,18238,End-Customer,SMB,,arts and design,67,Quotation or Purchase Consultation,interactive signage,Touch Open Frame,55TNF5J,none,LGEGF,less than 3 months,,,153,False
15070,0.5,AS,15825,Specifier/ Influencer,SMB,,sales,487,Quotation or purchase consultation,etc.,,,other,LGEPH,,,,83,False
21038,1.0,IT,6958,End Customer,SMB,,engineering,226,Quotation or Purchase Consultation,monitor,,,manager,LGEUK,less than 3 months,,,185,False
12942,0.5,ID,12385,Service Partner,SMB,,arts and design,133,Quotation or Purchase Consultation,video wall signage,,,ceo/founder,LGESA,,,,151,False
311,1.0,AS,42067,End-Customer,SMB,0.0,arts and design,4,Other,vrf,,,ceo/founder,LGEAF,3 months ~ 6 months,corporate / office,,114,False
56294,1.0,ID,12683,Channel Partner,Enterprise,,administrative,267,Request for Partnership,led signage,LED Cinema,LAD033F,ceo/founder,LGESP,more than a year,retail,Electronics & Telco,278,False
19699,0.25,AS,47466,End Customer,Enterprise,19.0,,144,Quotation or Purchase Consultation,etc.,,,none,LGEIL,,,,115,False
18719,0.5,AS,25309,Developer,Enterprise,115.0,corporate / office,3,Quotation or purchase consultation,vrf,,,director,LGESL,,,,714,False
58804,0.25,IT,11515,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,factory,,372,True
29299,1.0,AS,33601,Specifier/ Influencer,SMB,0.0,engineering,73,Product Information,single-split,,,other,LGESP,more than a year,corporate / office,Engineering,23,False
23777,1.0,ID,31985,End-Customer,Enterprise,,healthcare services,171,Quotation or Purchase Consultation,led signage,High Brightness Series,LWBC026,director,LGEIL,less than 3 months,hospital & health care,Clinic,174,False
21444,0.25,IT,22063,Channel Partner,SMB,1.0,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,,,831,False
24136,0.25,IT,44053,End Customer,Enterprise,0.0,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,831,False
15268,0.25,AS,47466,End-Customer,Enterprise,115.0,,128,Quotation or purchase consultation,multi-split,,,none,LGEPH,,,,29,False
21739,1.0,ID,21501,End-Customer,SMB,,business development,347,Quotation or purchase consultation,interactive signage,,,manager,LGEIL,quotation shared for ultra stretch and 49vl5g. he will check with management and update us,special purpose,Others,148,True
54272,0.5,AS,7656,End Customer,Enterprise,,healthcare services,47,Quotation or Purchase Consultation,single-split,,,ceo/founder,LGESP,,hospital & health care,,97,False
19340,0.25,AS,47466,End Customer,Enterprise,115.0,,228,Quotation or Purchase Consultation,multi-split,,,none,LGEPH,,,,46,False
1354,1.0,ID,22022,Service Partner,SMB,,consulting,45,Quotation or Purchase Consultation,oled signage,,,ceo/founder,LGEAP,less than 3 months,corporate / office,Construction,157,False
52115,0.25,IT,5763,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,437,True
42536,0.5,AS,3550,Specifier/ Influencer,Enterprise,,program and project management,33,Quotation or purchase consultation,single-split,,,manager,LGEVH,,,,702,False
11520,0.5,ID,29996,Channel Partner,SMB,,reseller,102,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
56349,1.0,ID,9711,Channel Partner,Enterprise,,program and project management,424,Quotation or purchase consultation,interactive signage,TR3BF Series,65TR3BF-B,ceo/founder,LGECL,less than 3 months,retail,,357,False
54890,0.25,IT,32617,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
26259,1.0,ID,36391,End-Customer,SMB,,purchasing,254,Quotation or purchase consultation,interactive signage,,,partner,LGEAP,less than 3 months,retail,Other Stores,157,False
12437,1.0,ID,24881,Specifier/ Influencer,Enterprise,,business development,40,Quotation or Purchase Consultation,led signage,,,other,LGEPS,9 months ~ 1 year,,,291,False
52350,0.25,IT,8206,End Customer,SMB,,,28,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
41325,0.5,AS,25985,End-Customer,Enterprise,,healthcare services,82,Quotation or purchase consultation,single-split,,,partner,LGESP,,,,97,False
58900,1.0,ID,9506,End-Customer,SMB,,support,81,Quotation or Purchase Consultation,video wall signage,"49"" 500 nits FHD Slim Bezel Video Wall",49VL5G-M,entry level,LGECB,less than 3 months,transportation,Bus Terminal,187,False
25236,1.0,AS,9665,End-Customer,Enterprise,,engineering,47,Usage or technical consultation,vrf,,,manager,LGEIL,less than 3 months,government department,General Government Office,48,False
188,0.75,AS,32047,End-Customer,SMB,,arts and design,217,Product Information,vrf,,,other,LGEPH,less than 3 months,corporate / office,Others,16,False
11622,0.5,ID,5008,End-Customer,SMB,,lead,238,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,194,False
23812,1.0,ID,36531,End Customer,SMB,,healthcare services,332,Quotation or Purchase Consultation,hospital tv,LT572M Series,32LT572M (NA),c-level executive,LGESJ,less than 3 months,hospital & health care,General Hospital,209,False
24063,0.25,IT,41047,End Customer,SMB,,,117,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,833,False
3082,0.75,ID,22444,End-Customer,SMB,,admin,69,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
14597,0.5,AS,18197,Specifier/ Influencer,Enterprise,,engineering,6,Quotation or purchase consultation,vrf,,,manager,LGEPH,,,,0,False
42073,0.25,AS,47466,End-Customer,Enterprise,105.0,,67,Quotation or purchase consultation,rac,,,none,LGEPL,,,,694,False
13398,1.0,ID,7303,Solution Eco-Partner,SMB,,marketing,358,Quotation or purchase consultation,pro:centric,,,c-level executive,LGEAP,less than 3 months,,,553,False
53384,0.75,AS,4505,End Customer,SMB,2.0,engineering,124,Quotation or Purchase Consultation,multi-split,,,manager,LGEPR,less than 3 months,special purpose,Others,741,False
25816,0.5,ID,22710,Specifier/ Influencer,Enterprise,,accounting,45,Quotation or Purchase Consultation,video wall signage,"49"" 500 nits FHD Slim Bezel Video Wall",49VL5PJ,partner,LGEIL,,retail,Other Stores,174,False
22568,1.0,AS,2723,End-Customer,SMB,,administrative,8,Usage or technical consultation,all lg vrf systems,,,ceo/founder,LGEMS,3 months ~ 6 months,special purpose,Mixed-use (Multi Complex),42,False
23398,0.75,ID,39956,End-Customer,SMB,,information technology,188,Quotation or purchase consultation,standard signage,UH5F-H Series,49UH5F-H,other,LGEUK,less than 3 months,education,K12 Kindergarten & Schools,185,False
19679,0.25,AS,47466,End Customer,Enterprise,19.0,,497,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
56005,0.5,ID,39531,Service Partner,Enterprise,,business development,23,Quotation or purchase consultation,standard signage,UH7F-H Series,55UH7F-H ,director,LGEIL,,government department,,174,False
18484,0.25,AS,47466,End-Customer,Enterprise,11.0,,43,Quotation or purchase consultation,multi-split,,,none,LGEUS,,,,27,False
24376,1.0,AS,18029,End-Customer,SMB,1.0,other,55,Quotation or purchase consultation,multi-split,,,other,LGEUS,less than 3 months,residential (home),Apartment,27,False
32472,0.75,ID,24834,End-Customer,SMB,,director,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
32366,0.75,ID,19775,End-Customer,Enterprise,,other,27,Quotation or Purchase Consultation,hotel tv,US662H Series,50US662H (EU),ceo/founder,LGEPL,,,,169,False
26820,0.75,IT,1012,Channel Partner,SMB,,sales,297,Quotation or Purchase Consultation,pc,,,associate/analyst,LGESL,less than 3 months,retail,,395,False
42978,0.5,AS,32985,End-Customer,SMB,,engineering,89,Quotation or purchase consultation,rac,,,other,LGEEG,,,,51,False
22176,1.0,ID,28171,Channel Partner,Enterprise,,accounting,17,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,50UQ801C (INDIA),manager,LGEIL,less than 3 months,special purpose,Mixed-use (Multi Complex),174,False
11410,0.5,ID,44802,End-Customer,Enterprise,,,41,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
30096,0.5,AS,31231,End-Customer,SMB,,purchasing,833,Quotation or purchase consultation,rac,,,entry level,LGEPR,,corporate / office,Telecommunication,125,False
32625,0.75,ID,46551,End-Customer,SMB,,chef,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
12409,1.0,ID,27404,End Customer,SMB,0.0,operations,349,Technical Consultation,video wall signage,"55"" 700 nits FHD Slim Bezel Video Wall",55VH7J-H,other,LGEUK,6 months ~ 9 months,,,185,False
55790,1.0,AS,13657,End Customer,SMB,,purchasing,80,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,residential (home),Others,97,False
30718,0.5,ID,20761,End-Customer,SMB,,sales,49,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD Slim Bezel Video Wall",55VM5J-H,associate/analyst,LGESP,,corporate / office,IT/Software,167,False
11267,0.25,ID,11506,Channel Partner,Enterprise,,,137,Quotation or purchase consultation,,,,none,LGEUS,,,,360,False
28506,1.0,ID,1762,End-Customer,SMB,,administrative,330,Quotation or purchase consultation,standard signage,UH7F Series,55UH7F-B,c-level executive,LGEUS,less than 3 months,factory,Manufacturing Factory / Plant,159,False
1295,1.0,ID,13449,Channel Partner,Enterprise,,other,122,Quotation or Purchase Consultation,accessories,Pro:Centric SMART Set Top Box,STB-6500 (NA),other,LGEGF,less than 3 months,corporate / office,IT/Software,319,False
26349,1.0,ID,15392,Channel Partner,SMB,,program and project management,30,Request for Partnership,oled signage,,,ceo/founder,LGEPL,less than 3 months,retail,Others,518,False
2820,1.0,ID,742,Solution Eco-Partner,Enterprise,,business development,110,Technical Consultation,hotel tv,4K UHD Smart TV,65UQ801C (INDIA),manager,LGEIL,less than 3 months,,,174,False
42176,0.75,AS,35436,End-Customer,Enterprise,,research,38,Other,ventilation,,,manager,LGECB,3 months ~ 6 months,,,39,False
32504,0.75,ID,42260,End-Customer,SMB,,community theater,77,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
53986,0.5,AS,43638,End-Customer,SMB,,other,1005,Quotation or purchase consultation,chiller,,,other,LGESP,,education,Higher Education (College & University),38,False
52892,1.0,ID,9449,End Customer,SMB,,engineering,206,Quotation or Purchase Consultation,webos,,,intern,LGECL,9 months ~ 1 year,special purpose,Others,580,False
54669,0.25,IT,39653,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
35265,0.75,ID,10386,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,333,False
153,1.0,AS,25583,Specifier/ Influencer,SMB,,consulting,12,Quotation or purchase consultation,etc.,,,partner,LGEEF,less than 3 months,corporate / office,Consulting,54,False
22177,0.75,ID,38485,End-Customer,Enterprise,,consulting,14,Technical Consultation,interactive signage,TR3DJ Series,75TR3DJ,none,LGEIL,less than 3 months,special purpose,Others,174,False
53092,1.0,AS,5875,End-Customer,SMB,,administrative,212,Other,rac,,,director,LGESP,less than 3 months,special purpose,Others,97,False
17467,0.25,AS,47466,End-Customer,Enterprise,16.0,,19,Quotation or purchase consultation,rac,,,none,LGESP,,,,97,False
42296,0.25,AS,47466,End-Customer,Enterprise,16.0,,12,Quotation or purchase consultation,multi-split,,,none,LGECB,,,,40,False
28498,1.0,ID,24641,End-Customer,SMB,,marketing,19,Quotation or purchase consultation,interactive signage,TR3BF Series,86TR3BF-B,manager,LGEIL,less than 3 months,factory,Manufacturing Factory / Plant,174,False
3274,0.75,ID,14605,End-Customer,SMB,,accounting,86,Quotation or purchase consultation,high brightness signage,,,none,LGEUK,3 months ~ 6 months,,,185,False
22646,0.5,IT,4864,End-Customer,Enterprise,,engineering,103,Quotation or Purchase Consultation,monitor,,,director,LGEUK,,special purpose,Others,391,False
13125,0.5,ID,46001,Channel Partner,SMB,,,184,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,310,True
51933,1.0,IT,15676,End Customer,Enterprise,,arts and design,129,Request for Distributorship,monitor,,,director,LGEFS,less than 3 months,,,394,False
57508,1.0,AS,9740,End Customer,SMB,,operations,21,Quotation or Purchase Consultation,single-split,,,others,LGECL,more than a year,retail,Other Stores,124,False
18531,0.25,AS,47466,End-Customer,Enterprise,11.0,,140,Quotation or purchase consultation,rac,,,none,LGEUS,,,,27,False
52895,1.0,ID,28357,End-Customer,Enterprise,,other,244,Technical Consultation,interactive signage,,,ceo/founder,LGECB,less than 3 months,special purpose,Others,187,False
31008,0.75,ID,4977,Channel Partner,SMB,0.0,business development,21,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD Slim Bezel Video Wall",,ceo/founder,LGEMS,less than 3 months,corporate / office,Engineering,263,False
18403,0.5,AS,20119,End-Customer,Enterprise,0.0,engineering,443,Usage or technical consultation,heating,,,manager,LGEUS,,,,27,False
52160,0.25,IT,13440,End Customer,Enterprise,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,438,True
16717,0.25,AS,47466,End-Customer,Enterprise,19.0,,55,Quotation or purchase consultation,rac,,,none,LGEIL,,,,88,False
28257,0.75,AS,5232,End-Customer,Enterprise,24.0,engineering,138,Quotation or purchase consultation,vrf,,,manager,LGEIL,less than 3 months,factory,Chemical Factory / Plant,30,True
53868,1.0,ID,26136,End Customer,SMB,,administrative,90,Quotation or Purchase Consultation,interactive signage,Interactive Digital Board,75TC3D,entry level,LGESP,more than a year,education,Others,342,True
56216,1.0,AS,32121,Specifier/ Influencer,Enterprise,,others,34,Trainings,etc.,,,trainee,LGEMS,less than 3 months,government department,,42,False
13206,0.75,ID,6459,End Customer,SMB,,sales,136,Quotation or Purchase Consultation,video wall signage,High Brightness Video Wall,55VX1D,director,LGESJ,less than 3 months,,,153,False
25471,1.0,ID,45298,Channel Partner,SMB,,entrepreneurship,117,Request for Partnership,oled signage,Transparent OLED Touch Signage,55EW5TK-A,ceo/founder,LGEIL,less than 3 months,retail,,174,False
12916,0.75,ID,30349,Specifier/ Influencer,SMB,,information technology,82,Quotation or Purchase Consultation,hotel tv,US761H Series,49US761H (MEA),manager,LGEGF,less than 3 months,,,319,False
