bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
1.0,AS,36210,End Customer,Enterprise,11.0,purchasing,89,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGEIL,less than 3 months,corporate / office,Developer/Property,17,False
1.0,AS,44169,End Customer,SMB,,operations,70,Quotation or Purchase Consultation,vrf,,,manager,LGEIL,less than 3 months,corporate / office,IT/Software,77,False
1.0,AS,19513,End Customer,Enterprise,40.0,engineering,80,Quotation or Purchase Consultation,multi-split,,,partner,LGEIL,less than 3 months,corporate / office,Construction,10,True
1.0,AS,15354,End-Customer,SMB,,purchasing,38,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGESP,less than 3 months,corporate / office,Logistics,97,False
1.0,AS,15354,End Customer,SMB,,purchasing,38,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGESP,less than 3 months,corporate / office,Logistics,97,False
1.0,AS,7715,Specifier/ Influencer,Enterprise,,entrepreneurship,10,Services,rac,,,other,LGECL,9 months ~ 1 year,corporate / office,,124,False
1.0,AS,7715,Specifier/ Influencer,Enterprise,,entrepreneurship,10,Services,etc.,,,others,LGECL,9 months ~ 1 year,corporate / office,,124,False
1.0,AS,12164,End-Customer,Enterprise,,information technology,173,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGESL,more than a year,corporate / office,,110,False
1.0,AS,12164,End Customer,Enterprise,,information technology,173,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGESL,more than a year,corporate / office,,110,False
1.0,ID,20487,End-Customer,Enterprise,,consulting,26,Quotation or Purchase Consultation,standard signage,New High Haze UHD Standard Signage,98UH5J-H,ceo/founder,LGEIL,6 months ~ 9 months,corporate / office,Consulting,145,True
1.0,ID,3452,End-Customer,Enterprise,,business development,10,Quotation or purchase consultation,high brightness signage,Window Facing Display,75XS4G,ceo/founder,LGEIL,less than 3 months,corporate / office,Advertising,146,True
1.0,ID,23813,End-Customer,Enterprise,,purchasing,73,Quotation or Purchase Consultation,interactive signage,LG CreateBoard,86TR3DK,ceo/founder,LGEIL,less than 3 months,corporate / office,Entertainment,147,True
1.0,ID,32208,End-Customer,SMB,,administrative,174,Quotation or purchase consultation,standard signage,UR640S Series,43UR640S,manager,LGEIL,less than 3 months,corporate / office,IT/Software,148,True
1.0,ID,29516,End-Customer,Enterprise,,other,34,Quotation or Purchase Consultation,interactive signage,TR3DJ Series,86TR3DJ,manager,LGEIL,less than 3 months,corporate / office,Manufacturing,149,True
1.0,ID,25754,End-Customer,SMB,,information technology,229,Quotation or purchase consultation,standard signage,,,associate/analyst,LGEIL,less than 3 months,corporate / office,IT/Software,150,True
1.0,ID,35339,End-Customer,SMB,,business development,12,Quotation or Purchase Consultation,standard signage,webOS UHD Signage,75UL3J-B,director,LGESA,less than 3 months,corporate / office,Advertising,151,True
1.0,ID,11012,Specifier/ Influencer,SMB,,engineering,178,Quotation or purchase consultation,interactive signage,TN3F Series,,ceo/founder,LGEUS,less than 3 months,corporate / office,Manufacturing,152,True
0.75,ID,33029,End-Customer,SMB,,information technology,90,Quotation or Purchase Consultation,standard signage,SM3G Series,22SM3G-B,other,LGESJ,,corporate / office,Others,153,True
1.0,ID,33919,End-Customer,Enterprise,,purchasing,441,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD 0.44mm Even Bezel Video Wall",55VSM5J,associate/analyst,LGEIN,3 months ~ 6 months,corporate / office,Telecommunication,154,True
0.75,ID,44601,Channel Partner,SMB,,purchasing,63,Quotation or purchase consultation,standard signage,UH5F-H Series,55UH5F-H,none,LGEIN,3 months ~ 6 months,corporate / office,Others,154,True
1.0,ID,46013,End-Customer,Enterprise,23.0,business development,189,Technical Consultation,interactive signage,Interactive Digital Board,75TC3D,manager,LGEIL,less than 3 months,corporate / office,Consulting,146,True
1.0,ID,1477,End-Customer,SMB,,business development,32,Quotation or Purchase Consultation,interactive signage,Createboard,86TR3PJ,manager,LGEIL,less than 3 months,corporate / office,Construction,155,True
1.0,ID,32233,End-Customer,SMB,,program and project management,1060,Quotation or Purchase Consultation,interactive signage,,,manager,LGEAP,3 months ~ 6 months,corporate / office,Consulting,156,True
1.0,ID,42743,End-Customer,SMB,,media and communication,122,Quotation or purchase consultation,standard signage,UHD TV Signage,65UR640S (ASIA),associate/analyst,LGEAP,less than 3 months,corporate / office,Others,157,True
1.0,ID,5305,End Customer,SMB,,information technology,487,Request for Partnership,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,entry level,LGEMK,less than 3 months,corporate / office,Distribution Center,158,True
1.0,ID,39486,Channel Partner,SMB,,media and communication,182,Quotation or purchase consultation,video wall signage,"55"" 500 nits FHD 0.44mm Even Bezel Video Wall",55VSM5J,director,LGEUS,less than 3 months,corporate / office,Broadcasting & Media,159,True
1.0,ID,20371,End-Customer,SMB,,real estate,39,Quotation or purchase consultation,video wall signage,Ultra Narrow Bezel Video Wall,55LV77D,ceo/founder,LGEIL,3 months ~ 6 months,corporate / office,Developer/Property,160,True
1.0,ID,24379,End-Customer,SMB,,finance,57,Quotation or Purchase Consultation,interactive signage,LG CreateBoard,86TR3PJ,director,LGEIL,less than 3 months,corporate / office,Distribution Center,161,True
0.75,ID,45383,End-Customer,Enterprise,,marketing,87,Quotation or purchase consultation,high brightness signage,Outdoor Display,,ceo/founder,LGEIL,less than 3 months,corporate / office,Advertising,163,True
0.75,ID,29652,End-Customer,Enterprise,,finance,32,Quotation or Purchase Consultation,interactive signage,LG CreateBoard,98TR3PJ,ceo/founder,LGEIL,less than 3 months,corporate / office,Finance,164,True
0.75,ID,11037,End-Customer,Enterprise,,engineering,73,Quotation or purchase consultation,interactive signage,TR3DJ Series,86TR3DJ,manager,LGEIL,quote has been sent to customer.,corporate / office,Engineering,148,True
0.5,ID,26026,End-Customer,Enterprise,,education,50,Quotation or Purchase Consultation,interactive signage,TR3DJ Series,75TR3DJ,manager,LGEIL,,corporate / office,Engineering,165,True
0.75,ID,29434,End-Customer,Enterprise,,purchasing,30,Quotation or purchase consultation,interactive signage,,,other,LGEIL,less than 3 months,corporate / office,Engineering,166,True
0.75,ID,41314,End-Customer,Enterprise,,human resources,118,Quotation or purchase consultation,interactive signage,,,other,LGEIL,less than 3 months,corporate / office,Banking,150,True
0.75,ID,43513,End-Customer,SMB,,other,51,Other,interactive signage,TR3BG Series,55TR3BG,other,LGEIL,less than 3 months,corporate / office,Construction,163,True
0.75,ID,37487,Service Partner,Enterprise,,information technology,186,Quotation or purchase consultation,interactive signage,,,other,LGEIL,less than 3 months,corporate / office,IT/Software,149,True
0.75,ID,30988,End-Customer,Enterprise,,real estate,32,Quotation or Purchase Consultation,interactive signage,LG CreateBoard,65TR3DK,director,LGEIL,less than 3 months,corporate / office,Construction,145,True
0.75,ID,10309,End-Customer,SMB,,marketing,77,Quotation or purchase consultation,software solution,SuperSign CMS,,manager,LGESP,less than 3 months,corporate / office,Others,167,True
0.75,ID,25455,End-Customer,SMB,,information technology,159,Quotation or purchase consultation,interactive signage,,,manager,LGEAP,3 months ~ 6 months,corporate / office,IT/Software,168,True
0.75,ID,45652,Channel Partner,SMB,,purchasing,198,Quotation or Purchase Consultation,interactive signage,Touch Open Frame,43TNF5J,manager,LGEGF,less than 3 months,corporate / office,Advertising,153,True
0.5,ID,40621,End-Customer,SMB,,other,450,Quotation or purchase consultation,hotel tv,LT341H Series,43LT341H (EU),ceo/founder,LGEPL,,corporate / office,Others,169,True
0.75,ID,41359,Channel Partner,SMB,,purchasing,115,Quotation or Purchase Consultation,standard signage,webOS UHD Signage,55UL3J-B,manager,LGEAF,less than 3 months,corporate / office,Construction,170,True
0.75,ID,42960,End-Customer,Enterprise,,information technology,263,Quotation or purchase consultation,video wall signage,,,associate/analyst,LGEAF,less than 3 months,corporate / office,Energy,170,True
0.75,ID,37046,End-Customer,Enterprise,,engineering,141,Quotation or purchase consultation,interactive signage,TR3DJ Series,86TR3DJ,entry level,LGEAF,less than 3 months,corporate / office,Broadcasting & Media,170,True
0.75,ID,24213,Specifier / Influencer,Enterprise,,program and project management,63,Quotation or Purchase Consultation,interactive signage,Createboard,86TR3DJ,c-level executive,LGEAF,less than 3 months,corporate / office,,170,True
0.75,ID,9926,End Customer,SMB,,information technology,63,Quotation or purchase consultation,video wall signage,,,director,LGECI,less than 3 months,corporate / office,IT/Software,171,True
0.75,ID,3414,Specifier/ Influencer,SMB,,consulting,80,Technical Consultation,software solution,SuperSign CMS,,manager,LGEUS,less than 3 months,corporate / office,Consulting,152,True
0.75,ID,11541,Channel Partner,SMB,,purchasing,250,Quotation or purchase consultation,led signage,Ultra Slim Series,,other,LGESJ,less than 3 months,corporate / office,IT/Software,153,True
0.75,ID,34744,End-Customer,SMB,,information technology,30,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD 0.44mm Even Bezel Video Wall",55VSM5J,other,LGESJ,less than 3 months,corporate / office,IT/Software,153,True
0.75,ID,23882,End-Customer,SMB,,entrepreneurship,93,Quotation or Purchase Consultation,standard signage,UHD TV Signage,55UR640S (EU/CIS),manager,LGECZ,less than 3 months,corporate / office,IT/Software,172,True
1.0,ID,4416,End-Customer,SMB,,administrative,155,Quotation or purchase consultation,interactive signage,TR3DJ Series,,manager,LGEIL,less than 3 months,corporate / office,Consulting,173,False
1.0,ID,22465,End-Customer,SMB,,operations,73,Quotation or purchase consultation,standard signage,UR640S Series,55UR640S,manager,LGEIL,less than 3 months,corporate / office,Others,174,False
0.75,ID,36624,Service Partner,Enterprise,,other,41,Quotation or purchase consultation,oled signage,Wallpaper OLED Signage,,none,LGEIL,less than 3 months,corporate / office,Advertising,155,False
0.25,ID,25031,End-Customer,SMB,,business development,46,,interactive signage,,,none,LGEIL,,corporate / office,,174,False
1.0,ID,30370,Specifier/ Influencer,SMB,,consulting,57,Quotation or purchase consultation,software solution,,,manager,LGESJ,less than 3 months,corporate / office,Consulting,178,False
1.0,ID,40317,End-Customer,SMB,,media and communication,35,Quotation or purchase consultation,oled signage,Transparent OLED,55EW5G,ceo/founder,LGEIL,less than 3 months,corporate / office,Broadcasting & Media,174,False
1.0,ID,38594,End-Customer,Enterprise,,entrepreneurship,13,Quotation or purchase consultation,interactive signage,TA3E Series,43TA3E,ceo/founder,LGEIL,less than 3 months,corporate / office,Construction,174,False
0.75,ID,46685,Channel Partner,Enterprise,,other,22,Request for Partnership,software solution,SuperSign CMS,,ceo/founder,LGEIL,,corporate / office,Advertising,174,False
1.0,ID,35558,End-Customer,SMB,1.0,purchasing,36,Quotation or purchase consultation,interactive signage,TR3DJ Series,86TR3DJ,manager,LGEIL,less than 3 months,corporate / office,Manufacturing,174,False
1.0,ID,44398,End-Customer,SMB,,marketing,54,Quotation or purchase consultation,standard signage,UL3J,43UL3J,manager,LGEIL,less than 3 months,corporate / office,Construction,174,False
0.75,ID,6083,End-Customer,SMB,,purchasing,444,Quotation or purchase consultation,led signage,Compact Series,,manager,LGEIL,,corporate / office,Logistics,174,False
1.0,ID,11037,End-Customer,Enterprise,,engineering,73,Quotation or purchase consultation,interactive signage,Interactive Digital Board,86TR3E,manager,LGEIL,less than 3 months,corporate / office,Engineering,174,False
1.0,ID,5408,End-Customer,SMB,,consulting,46,Quotation or purchase consultation,interactive signage,TR3BF Series,65TR3BF-B,manager,LGEIL,less than 3 months,corporate / office,,174,False
1.0,ID,38837,End-Customer,SMB,,information technology,152,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,65UQ801C (INDIA),manager,LGEIL,less than 3 months,corporate / office,IT/Software,174,False
0.75,ID,12917,End-Customer,Enterprise,1.0,business development,46,Quotation or purchase consultation,interactive signage,TR3BG Series,55TR3BG,associate/analyst,LGEIL,,corporate / office,Distribution Center,174,False
1.0,ID,4431,End-Customer,Enterprise,4.0,engineering,213,Quotation or Purchase Consultation,led signage,Transparent LED Film,LAT140,associate/analyst,LGEIL,less than 3 months,corporate / office,Engineering,174,False
1.0,ID,30486,End-Customer,SMB,,sales,87,Quotation or purchase consultation,one:quick series,One:Quick Flex,43HT3WJ,director,LGEIL,less than 3 months,corporate / office,Advertising,181,False
1.0,ID,36227,End-Customer,SMB,,operations,311,Quotation or purchase consultation,led signage,Ultra Slim Series,LSCB018,director,LGEIL,3 months ~ 6 months,corporate / office,Construction,182,False
0.75,ID,13528,Channel Partner,SMB,,engineering,31,Quotation or purchase consultation,interactive signage,Interactive Digital Board,86TR3E,director,LGEIL,,corporate / office,,174,False
1.0,ID,19640,End-Customer,Enterprise,2.0,engineering,60,Quotation or Purchase Consultation,one:quick series,One:Quick Works for Zoom Rooms,55CT5WJ-ZJ,director,LGEIL,less than 3 months,corporate / office,Manufacturing,174,False
1.0,ID,9395,End-Customer,Enterprise,,administrative,85,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD 0.44mm Even Bezel Video Wall",55VSM5J,director,LGEIL,less than 3 months,corporate / office,Logistics,174,False
1.0,ID,31679,End-Customer,Enterprise,,business development,24,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,65UQ801C (INDIA),director,LGEIL,less than 3 months,corporate / office,Advertising,174,False
1.0,ID,41236,Service Partner,Enterprise,,marketing,62,Quotation or Purchase Consultation,oled signage,Transparent OLED Signage,55EW5PG-S,c-level executive,LGEIL,less than 3 months,corporate / office,Advertising,155,False
1.0,ID,46370,End-Customer,SMB,,business development,86,Technical Consultation,software solution,LG Simple Editor,,c-level executive,LGEIL,less than 3 months,corporate / office,Energy,174,False
1.0,ID,23141,End-Customer,Enterprise,,engineering,55,Quotation or Purchase Consultation,standard signage,New High Haze UHD Standard Signage,86UH5J-H,vice president,LGEIL,less than 3 months,corporate / office,Engineering,174,False
1.0,ID,21435,End-Customer,Enterprise,,entrepreneurship,161,Quotation or purchase consultation,oled signage,Transparent OLED Touch Signage,55EW5TK-A,partner,LGEIL,less than 3 months,corporate / office,Advertising,166,False
1.0,ID,8898,Service Partner,Enterprise,,purchasing,141,Technical Consultation,high brightness signage,Outdoor Display,,partner,LGEIL,less than 3 months,corporate / office,Construction,164,False
1.0,ID,294,End-Customer,SMB,,information technology,80,Quotation or Purchase Consultation,led signage,,,partner,LGEIL,less than 3 months,corporate / office,IT/Software,174,False
1.0,ID,6530,End-Customer,Enterprise,,engineering,23,Quotation or Purchase Consultation,interactive signage,Touch Open Frame,43TNF5J,manager,LGEGF,less than 3 months,corporate / office,IT/Software,153,False
